session_id,user_id,start_time,duration_seconds,device_type,os,referrer,conversion_status
sess_1b811face7,user_000164,2025-01-26T00:41:35,3383,desktop,Linux,word_of_mouth,converted
sess_0b20f5a94c,user_000169,2025-02-08T15:43:34,1723,mobile,iOS,facebook,abandoned
sess_8e8f9cff16,user_000347,2025-03-12T11:19:11,2660,mobile,Android,google_search,browsing
sess_bc8f29268b,user_000038,2025-01-21T07:26:43,1064,tablet,Android,word_of_mouth,browsing
sess_ba8827fce3,user_000367,2025-02-09T06:49:22,2438,mobile,Android,direct,converted
sess_9177973e1f,user_000250,2025-01-24T11:39:26,948,mobile,iOS,whatsapp,converted
sess_7522e8c8e6,user_000216,2025-03-01T21:21:30,833,mobile,iOS,sms_campaign,abandoned
sess_577054ba0c,user_000426,2025-02-08T04:33:59,3290,desktop,Windows,sms_campaign,abandoned
sess_e49f210e02,user_000242,2025-03-18T19:21:45,2960,desktop,Linux,google_search,browsing
sess_6b4fbf68b4,user_000291,2025-01-01T05:38:23,3508,desktop,Windows,google_search,browsing
sess_b06c376f16,user_000293,2025-02-13T11:29:18,1154,desktop,Linux,whatsapp,browsing
sess_c32488462b,user_000080,2025-03-11T18:27:42,2304,tablet,iPadOS,word_of_mouth,abandoned
sess_d05742055f,user_000302,2025-02-21T13:26:48,2940,desktop,macOS,instagram,browsing
sess_6b0b9484c1,user_000329,2025-02-23T00:21:23,2718,desktop,Windows,whatsapp,browsing
sess_69e55b46c3,user_000438,2025-03-02T06:47:28,3574,desktop,Windows,sms_campaign,browsing
sess_c55d23cc08,user_000474,2025-02-20T18:04:08,1692,desktop,macOS,google_search,browsing
sess_56b25ff2d7,user_000036,2025-02-10T06:22:30,1627,desktop,macOS,word_of_mouth,browsing
sess_772b979ebc,user_000434,2025-03-22T21:28:07,886,mobile,Android,sms_campaign,browsing
sess_f953b60cbe,user_000035,2025-01-21T15:22:23,1162,tablet,iPadOS,instagram,abandoned
sess_7d6a35d140,user_000164,2025-02-18T09:02:32,2682,tablet,iPadOS,instagram,abandoned
sess_23bd196729,user_000430,2025-03-26T13:35:14,131,desktop,Windows,sms_campaign,converted
sess_7998ac79c3,user_000263,2025-03-20T06:04:17,1192,mobile,Android,word_of_mouth,converted
sess_c4fc662ca7,user_000302,2025-01-21T17:48:32,2751,tablet,iPadOS,direct,converted
sess_c65d06d87c,user_000475,2025-01-15T19:57:45,1024,mobile,Android,word_of_mouth,converted
sess_5e2df033f2,user_000238,2025-02-13T08:43:08,2439,desktop,Linux,google_search,converted
sess_6fbe1a6ecd,user_000252,2025-02-28T11:59:32,297,tablet,Android,sms_campaign,browsing
sess_ede12ad3c6,user_000435,2025-02-02T09:40:10,3083,mobile,iOS,facebook,browsing
sess_785ac074d1,user_000140,2025-03-29T21:28:35,2953,tablet,Android,whatsapp,browsing
sess_e9017c78fa,user_000409,2025-02-17T06:24:56,1871,mobile,iOS,sms_campaign,abandoned
sess_a87728b373,user_000420,2025-01-28T04:48:44,1138,mobile,Android,instagram,browsing
sess_591e41bcbe,user_000027,2025-03-26T19:53:33,642,mobile,Android,facebook,abandoned
sess_bcdae9cb0e,user_000289,2025-03-22T13:43:43,423,desktop,Linux,whatsapp,abandoned
sess_615012a048,user_000485,2025-01-16T16:27:59,738,mobile,iOS,facebook,browsing
sess_af1b05a7f1,user_000394,2025-01-03T18:48:36,3385,mobile,Android,direct,converted
sess_032b0e02d5,user_000283,2025-01-22T10:17:06,1784,desktop,macOS,sms_campaign,abandoned
sess_0ee499f0a5,user_000463,2025-03-04T09:56:21,1622,tablet,Android,instagram,browsing
sess_89ce193e18,user_000000,2025-01-30T04:39:31,1980,mobile,iOS,facebook,browsing
sess_05e724a7cd,user_000032,2025-01-14T00:16:23,2878,mobile,Android,word_of_mouth,abandoned
sess_cd7d57eb5c,user_000007,2025-02-17T04:11:40,3330,tablet,iPadOS,instagram,converted
sess_2fb40c4c81,user_000221,2025-03-26T21:13:01,1433,tablet,Android,facebook,converted
sess_9a60143a70,user_000444,2025-02-27T00:03:23,594,mobile,iOS,google_search,converted
sess_bc00dfe75d,user_000426,2025-03-25T11:45:18,1746,tablet,Android,sms_campaign,abandoned
sess_e9fdbdc053,user_000463,2025-03-26T04:11:08,3422,mobile,Android,whatsapp,browsing
sess_e81bff3564,user_000136,2025-02-15T21:32:47,3266,desktop,Windows,direct,browsing
sess_f2928e41ed,user_000472,2025-02-27T12:22:09,677,desktop,Windows,google_search,abandoned
sess_18c63a0f5e,user_000440,2025-01-22T19:21:49,2819,tablet,iPadOS,google_search,converted
sess_bb8658a143,user_000203,2025-03-18T02:16:47,864,tablet,Android,sms_campaign,converted
sess_8a43bcf860,user_000466,2025-02-07T05:04:42,3003,desktop,Linux,instagram,browsing
sess_7248e6f945,user_000056,2025-01-04T04:34:22,489,desktop,Windows,word_of_mouth,abandoned
sess_82dfb00dd9,user_000288,2025-02-22T23:05:46,3325,tablet,Android,whatsapp,browsing
sess_08cdac509d,user_000488,2025-03-24T02:27:56,3212,mobile,Android,sms_campaign,converted
sess_9211f3b7f8,user_000444,2025-01-01T10:02:19,721,tablet,iPadOS,google_search,abandoned
sess_07c401831a,user_000440,2025-02-11T14:57:03,828,tablet,iPadOS,instagram,abandoned
sess_96869a800c,user_000129,2025-03-21T01:06:14,1470,desktop,Windows,instagram,browsing
sess_e10a1ec1e7,user_000144,2025-02-19T04:39:29,2395,tablet,iPadOS,facebook,browsing
sess_542ec5a403,user_000436,2025-01-18T21:17:25,1896,tablet,iPadOS,instagram,converted
sess_4e485222f2,user_000331,2025-02-10T20:57:10,3587,mobile,Android,direct,converted
sess_aaaa03e7a2,user_000167,2025-03-26T02:41:27,697,tablet,iPadOS,instagram,converted
sess_2081221518,user_000020,2025-02-28T03:17:36,3169,desktop,Linux,sms_campaign,converted
sess_2965dde7d8,user_000134,2025-01-28T22:52:54,1983,tablet,Android,whatsapp,browsing
sess_bc36598552,user_000113,2025-03-21T23:50:36,2766,tablet,Android,instagram,abandoned
sess_2aefbba55d,user_000311,2025-03-19T18:28:17,2285,desktop,Windows,direct,converted
sess_dfc32a4260,user_000212,2025-01-10T01:14:58,972,desktop,Linux,google_search,converted
sess_fb69963ecf,user_000235,2025-03-17T03:15:08,3489,desktop,Windows,google_search,abandoned
sess_ef83dbe346,user_000056,2025-03-11T22:03:44,1415,desktop,Windows,google_search,converted
sess_fa6a48141b,user_000327,2025-02-22T05:12:44,3379,mobile,Android,whatsapp,converted
sess_49bd057979,user_000154,2025-01-09T10:45:16,1728,desktop,Linux,whatsapp,converted
sess_5431e4bf91,user_000094,2025-01-15T16:22:36,244,desktop,Windows,instagram,converted
sess_8893db7fa2,user_000318,2025-03-20T19:51:12,644,mobile,iOS,direct,abandoned
sess_178780ba3b,user_000219,2025-02-10T20:20:56,2974,desktop,macOS,whatsapp,browsing
sess_91a0207b32,user_000345,2025-01-12T01:21:11,1660,desktop,Linux,word_of_mouth,converted
sess_1084aa7a2a,user_000465,2025-01-24T20:25:29,2393,tablet,iPadOS,instagram,abandoned
sess_da2b64b8c1,user_000036,2025-03-27T16:06:18,1456,mobile,iOS,direct,browsing
sess_b878a9cd76,user_000443,2025-03-18T23:51:41,962,desktop,Windows,word_of_mouth,abandoned
sess_883890e7f0,user_000410,2025-02-26T02:16:11,1239,tablet,Android,word_of_mouth,converted
sess_3d3f11210a,user_000215,2025-03-16T08:42:46,577,desktop,macOS,direct,converted
sess_ebd316e110,user_000370,2025-02-25T01:45:34,1959,mobile,Android,whatsapp,abandoned
sess_878054062e,user_000034,2025-01-14T10:18:17,3311,mobile,iOS,sms_campaign,abandoned
sess_5ec0a5a8e8,user_000276,2025-02-28T18:20:21,1720,desktop,Linux,facebook,converted
sess_4463d1ca16,user_000487,2025-02-20T20:49:41,3065,tablet,iPadOS,google_search,abandoned
sess_10b24eea00,user_000180,2025-02-19T02:20:00,264,mobile,iOS,word_of_mouth,converted
sess_de78532273,user_000425,2025-02-07T10:00:02,1856,desktop,Linux,word_of_mouth,converted
sess_facc6ffb6b,user_000358,2025-02-16T19:05:23,1432,tablet,iPadOS,google_search,abandoned
sess_d4644a3f5e,user_000218,2025-01-11T08:09:07,1037,mobile,Android,direct,browsing
sess_7ca75e5664,user_000233,2025-03-14T12:23:33,3155,mobile,iOS,google_search,abandoned
sess_867eed825d,user_000395,2025-02-08T17:10:49,1709,desktop,macOS,sms_campaign,abandoned
sess_229b2e94ac,user_000194,2025-03-08T05:31:35,2978,desktop,Windows,whatsapp,converted
sess_924f6e5f71,user_000035,2025-02-08T12:59:47,2963,mobile,Android,word_of_mouth,browsing
sess_2b900a0178,user_000284,2025-03-24T21:42:34,892,mobile,Android,google_search,converted
sess_518e174152,user_000439,2025-03-28T07:27:13,2485,mobile,Android,direct,converted
sess_42792d9b24,user_000449,2025-01-12T02:54:04,1701,tablet,iPadOS,whatsapp,abandoned
sess_3da3c5ab0a,user_000283,2025-02-13T01:07:14,2194,mobile,iOS,sms_campaign,browsing
sess_5f57081548,user_000112,2025-03-03T11:49:45,1876,desktop,macOS,whatsapp,converted
sess_b466c6655e,user_000424,2025-03-25T19:19:05,421,mobile,Android,direct,browsing
sess_e18431b460,user_000245,2025-03-09T00:00:03,462,tablet,Android,direct,browsing
sess_215f082da8,user_000263,2025-03-22T15:54:36,2890,tablet,iPadOS,sms_campaign,abandoned
sess_c897ba4c4d,user_000481,2025-01-29T05:51:59,571,desktop,Windows,google_search,browsing
sess_2389434228,user_000138,2025-02-27T16:58:22,2943,tablet,iPadOS,facebook,browsing
sess_e06a2c1d64,user_000292,2025-03-15T05:29:44,154,desktop,Linux,word_of_mouth,converted
sess_269454d273,user_000328,2025-03-16T01:04:49,1194,desktop,macOS,sms_campaign,browsing
sess_1cc895221d,user_000382,2025-03-26T17:15:39,1156,tablet,iPadOS,facebook,abandoned
sess_0c631ffe20,user_000081,2025-03-17T01:32:44,2724,desktop,Linux,sms_campaign,converted
sess_e61450e8df,user_000421,2025-01-01T19:05:07,269,desktop,Windows,whatsapp,converted
sess_99d0d53d7e,user_000181,2025-01-04T17:35:54,2831,mobile,iOS,google_search,converted
sess_270fb13b93,user_000444,2025-01-17T04:50:05,1702,desktop,Windows,direct,abandoned
sess_4b9284c0fd,user_000340,2025-03-29T13:31:33,1306,desktop,macOS,instagram,abandoned
sess_8ee5e5c445,user_000318,2025-01-06T17:58:15,1796,tablet,iPadOS,sms_campaign,converted
sess_1abd8e5c17,user_000149,2025-03-05T03:06:21,683,mobile,iOS,facebook,abandoned
sess_80704b58c6,user_000468,2025-03-19T05:45:18,406,mobile,iOS,facebook,browsing
sess_fb9440edd2,user_000050,2025-02-27T15:25:49,2312,mobile,Android,sms_campaign,abandoned
sess_755f77f7b3,user_000149,2025-02-03T14:50:15,3543,tablet,iPadOS,facebook,browsing
sess_e804bc00d6,user_000381,2025-01-31T01:36:12,2673,desktop,Windows,whatsapp,converted
sess_def5fb60bd,user_000446,2025-03-14T20:25:29,1344,mobile,iOS,instagram,browsing
sess_f150e1f4a4,user_000062,2025-03-12T06:15:40,3253,tablet,Android,whatsapp,converted
sess_cf9746a847,user_000233,2025-01-12T01:57:54,1836,mobile,Android,direct,browsing
sess_1d69c2f631,user_000310,2025-02-15T21:15:47,640,tablet,Android,direct,browsing
sess_793a22b026,user_000054,2025-01-14T01:20:32,3099,desktop,macOS,google_search,browsing
sess_08ce3478bb,user_000152,2025-03-18T10:54:43,1661,desktop,Windows,google_search,browsing
sess_564c1645a7,user_000245,2025-01-03T15:24:40,3507,desktop,macOS,direct,abandoned
sess_48db9fbc89,user_000168,2025-02-28T02:09:49,973,desktop,Windows,instagram,converted
sess_8bbe1be2f8,user_000313,2025-03-12T18:55:20,3296,tablet,Android,facebook,converted
sess_c97df1375a,user_000305,2025-02-14T18:12:14,1561,desktop,macOS,sms_campaign,converted
sess_ce3b643456,user_000421,2025-01-02T06:13:03,2106,mobile,Android,instagram,abandoned
sess_d9c0c29512,user_000115,2025-02-03T04:19:36,2906,desktop,Windows,sms_campaign,converted
sess_512d5c8a89,user_000395,2025-02-23T20:54:52,1090,desktop,Windows,facebook,browsing
sess_e5fe261f92,user_000322,2025-01-27T22:46:24,3047,mobile,iOS,direct,abandoned
sess_8dfde89df9,user_000014,2025-02-16T10:19:52,2896,mobile,iOS,word_of_mouth,browsing
sess_67d9620f64,user_000497,2025-02-23T15:59:37,3553,desktop,Windows,whatsapp,converted
sess_ac0e399795,user_000350,2025-03-03T12:01:00,2614,mobile,iOS,sms_campaign,abandoned
sess_d60c6cacb4,user_000195,2025-02-12T00:27:20,2448,tablet,Android,direct,converted
sess_5627d0315c,user_000344,2025-01-18T06:00:43,2158,tablet,iPadOS,facebook,browsing
sess_d0dc5cf072,user_000372,2025-02-24T13:36:05,783,desktop,Linux,google_search,abandoned
sess_79c4e46b1b,user_000069,2025-02-23T10:42:30,2143,desktop,Windows,word_of_mouth,abandoned
sess_91a3d87984,user_000268,2025-01-26T07:29:53,3320,tablet,Android,instagram,converted
sess_77ca37ba0f,user_000264,2025-02-01T19:31:03,136,desktop,macOS,google_search,abandoned
sess_c779516542,user_000410,2025-02-13T06:33:44,569,desktop,Windows,sms_campaign,abandoned
sess_068c0b6d01,user_000197,2025-01-20T00:23:32,1383,tablet,Android,direct,abandoned
sess_aa735847c4,user_000179,2025-02-20T21:25:47,1600,desktop,Windows,direct,converted
sess_a35eeead75,user_000347,2025-02-10T22:34:59,423,desktop,Linux,word_of_mouth,abandoned
sess_b9c4dfa982,user_000445,2025-01-03T16:04:16,3145,mobile,Android,word_of_mouth,abandoned
sess_838efd09e8,user_000209,2025-02-06T04:13:20,1691,desktop,Linux,word_of_mouth,abandoned
sess_48607ae522,user_000490,2025-01-04T13:47:41,1125,desktop,Windows,sms_campaign,abandoned
sess_10a195d843,user_000000,2025-01-28T05:59:41,3011,desktop,Linux,google_search,abandoned
sess_b070f90cbe,user_000142,2025-03-23T09:05:29,2030,tablet,iPadOS,google_search,abandoned
sess_849a9bfdf5,user_000052,2025-01-02T14:53:00,3116,tablet,iPadOS,direct,abandoned
sess_85b63eee96,user_000281,2025-02-28T11:30:04,1402,desktop,Linux,word_of_mouth,browsing
sess_c811528b7e,user_000132,2025-03-26T02:16:21,1637,mobile,Android,direct,abandoned
sess_7ecf6c4285,user_000225,2025-02-21T17:34:11,420,tablet,iPadOS,facebook,browsing
sess_7097058db5,user_000383,2025-03-19T16:38:52,1311,desktop,macOS,direct,converted
sess_3e9ce19e6c,user_000422,2025-02-18T21:08:30,575,mobile,iOS,word_of_mouth,converted
sess_e089da6310,user_000136,2025-02-24T06:13:50,1451,tablet,Android,whatsapp,converted
sess_a5d5f7f660,user_000147,2025-02-23T15:13:38,177,mobile,iOS,facebook,abandoned
sess_0c6d93435e,user_000018,2025-01-10T02:29:45,1653,desktop,Linux,instagram,converted
sess_6004513605,user_000195,2025-01-01T21:15:16,1204,desktop,Linux,direct,abandoned
sess_383a661efa,user_000110,2025-03-04T02:23:13,290,tablet,Android,instagram,browsing
sess_8a43431be1,user_000456,2025-01-17T04:40:11,1565,tablet,iPadOS,direct,abandoned
sess_b93d75648d,user_000464,2025-02-09T18:12:50,2677,desktop,Linux,google_search,browsing
sess_13a70fc293,user_000044,2025-03-08T14:06:09,323,tablet,Android,facebook,abandoned
sess_22790b014f,user_000478,2025-03-12T03:50:23,92,mobile,iOS,whatsapp,browsing
sess_71726ff1d8,user_000411,2025-03-03T12:47:14,2133,mobile,Android,instagram,abandoned
sess_723345e465,user_000078,2025-03-28T15:40:01,1669,mobile,Android,google_search,converted
sess_bacca5362a,user_000496,2025-02-01T03:56:34,3019,tablet,iPadOS,instagram,abandoned
sess_abf7917bab,user_000312,2025-03-17T09:59:07,3468,mobile,Android,instagram,abandoned
sess_4868ad2742,user_000277,2025-01-18T06:24:15,2189,tablet,iPadOS,instagram,converted
sess_3245ed70df,user_000237,2025-02-15T07:18:22,571,mobile,iOS,google_search,abandoned
sess_f1adb4a4e1,user_000239,2025-02-18T14:12:23,1439,desktop,macOS,word_of_mouth,converted
sess_2337b5c7ac,user_000249,2025-02-05T03:48:47,2114,mobile,Android,whatsapp,converted
sess_a9270d6d0d,user_000128,2025-02-08T21:06:34,3364,tablet,Android,direct,converted
sess_40dfde4025,user_000235,2025-02-25T14:40:15,3298,tablet,Android,whatsapp,browsing
sess_f6dbb6c120,user_000383,2025-03-19T11:46:10,1555,tablet,iPadOS,whatsapp,abandoned
sess_7e39242d2c,user_000309,2025-02-15T10:44:29,3571,desktop,Windows,direct,converted
sess_15e3b19a08,user_000480,2025-02-26T15:07:36,484,mobile,iOS,sms_campaign,converted
sess_2495baf2f3,user_000109,2025-01-18T13:26:32,1595,tablet,Android,instagram,converted
sess_f059379e2c,user_000398,2025-03-29T04:02:47,1204,desktop,Windows,whatsapp,abandoned
sess_1fcbf29407,user_000374,2025-02-25T15:12:35,103,desktop,Linux,sms_campaign,abandoned
sess_a77925bb7d,user_000168,2025-03-19T06:27:14,1700,desktop,Linux,direct,abandoned
sess_d9d510aa4a,user_000488,2025-01-02T01:06:24,1953,desktop,Windows,instagram,browsing
sess_abc060862e,user_000005,2025-01-14T17:52:09,3513,tablet,iPadOS,facebook,abandoned
sess_eaacba89a4,user_000466,2025-02-22T17:28:03,1061,mobile,iOS,whatsapp,abandoned
sess_c0ffe97b9d,user_000168,2025-01-10T01:13:28,1666,desktop,Linux,sms_campaign,converted
sess_535f260399,user_000431,2025-03-11T08:41:14,2464,tablet,Android,direct,browsing
sess_a79e8063a0,user_000010,2025-03-25T03:39:47,1456,desktop,Windows,google_search,abandoned
sess_a46f381fc3,user_000148,2025-03-07T09:37:37,3104,desktop,macOS,direct,browsing
sess_575f1c5880,user_000370,2025-02-27T07:06:32,3045,tablet,iPadOS,whatsapp,browsing
sess_a57f469538,user_000484,2025-02-12T12:09:33,3170,mobile,Android,google_search,abandoned
sess_eaf99c6520,user_000143,2025-02-06T19:19:57,152,desktop,Linux,facebook,browsing
sess_9dc34ec413,user_000174,2025-02-12T11:47:20,2262,desktop,macOS,google_search,abandoned
sess_04d991b601,user_000179,2025-01-31T04:43:29,646,tablet,iPadOS,whatsapp,browsing
sess_032fef5206,user_000117,2025-03-12T02:37:50,2477,mobile,iOS,facebook,browsing
sess_af8ca13392,user_000470,2025-03-27T23:28:34,2187,desktop,Windows,google_search,converted
sess_f7f5c8dcca,user_000152,2025-02-05T14:10:45,1172,mobile,Android,sms_campaign,converted
sess_3829efe14d,user_000284,2025-01-21T23:42:23,1689,tablet,iPadOS,whatsapp,converted
sess_a746279d15,user_000048,2025-02-05T10:28:15,241,tablet,iPadOS,instagram,converted
sess_0e90801430,user_000174,2025-02-19T01:56:56,721,tablet,iPadOS,sms_campaign,converted
sess_bed1ca12b5,user_000230,2025-01-23T21:04:04,3171,tablet,Android,facebook,abandoned
sess_8a22324ec2,user_000150,2025-02-15T17:16:38,2440,desktop,Windows,sms_campaign,abandoned
sess_561aff066a,user_000398,2025-03-09T08:50:16,3473,mobile,iOS,sms_campaign,browsing
sess_d340f651b6,user_000058,2025-03-15T00:37:05,1944,mobile,iOS,sms_campaign,converted
sess_8f6a6080a8,user_000212,2025-03-30T12:10:02,2900,desktop,macOS,instagram,converted
sess_d4f61d45c1,user_000019,2025-03-10T06:30:25,2665,mobile,Android,google_search,converted
sess_8844a44eb2,user_000489,2025-01-23T10:43:46,2861,tablet,Android,google_search,browsing
sess_c71bc44090,user_000233,2025-01-20T05:40:18,1076,tablet,iPadOS,facebook,abandoned
sess_3566314bee,user_000028,2025-01-24T11:15:57,1002,desktop,Windows,sms_campaign,converted
sess_4101bda522,user_000357,2025-01-06T01:55:52,1179,mobile,iOS,instagram,browsing
sess_1be15c72c8,user_000365,2025-03-26T21:42:01,1986,mobile,Android,whatsapp,converted
sess_9844dad222,user_000160,2025-01-05T00:47:05,1244,mobile,iOS,direct,browsing
sess_202cf10620,user_000425,2025-02-19T20:24:42,2208,tablet,iPadOS,direct,browsing
sess_3993cfc1ab,user_000245,2025-01-18T02:20:10,2206,mobile,iOS,whatsapp,abandoned
sess_2adeb694bc,user_000393,2025-02-08T20:51:54,2532,desktop,Linux,google_search,browsing
sess_1b63ecd20c,user_000181,2025-02-11T20:33:10,246,desktop,Linux,direct,browsing
sess_ceeb75ca52,user_000169,2025-03-15T15:15:02,3299,mobile,iOS,facebook,browsing
sess_3c90d3c2cd,user_000134,2025-03-06T13:03:52,295,mobile,Android,facebook,browsing
sess_0442fad7f9,user_000158,2025-02-06T15:39:14,458,desktop,Windows,whatsapp,abandoned
sess_cf2166b6ff,user_000224,2025-02-25T03:51:34,2379,tablet,Android,whatsapp,abandoned
sess_d31dcb0651,user_000190,2025-02-07T02:41:15,3105,desktop,macOS,word_of_mouth,browsing
sess_d130d1c063,user_000441,2025-02-19T05:01:30,109,desktop,Windows,facebook,abandoned
sess_0c3d5e6ded,user_000007,2025-01-15T01:17:11,715,desktop,Linux,sms_campaign,converted
sess_c48dd48dd3,user_000300,2025-03-20T20:30:03,558,desktop,Windows,sms_campaign,browsing
sess_0c7dbbbff6,user_000161,2025-03-24T05:39:01,1609,tablet,iPadOS,sms_campaign,converted
sess_cc171c5601,user_000360,2025-01-23T11:19:52,701,desktop,Linux,google_search,browsing
sess_9f8d475559,user_000414,2025-03-20T09:00:20,1508,desktop,macOS,whatsapp,abandoned
sess_168bf9f749,user_000095,2025-03-21T04:59:57,2640,desktop,macOS,sms_campaign,abandoned
sess_908abe959c,user_000428,2025-01-04T12:21:55,392,mobile,Android,word_of_mouth,browsing
sess_3ab1b1c060,user_000325,2025-03-03T18:20:10,2451,tablet,Android,word_of_mouth,browsing
sess_615dbed010,user_000103,2025-03-21T05:07:21,211,desktop,Linux,google_search,converted
sess_bcb63b7d54,user_000434,2025-02-27T11:16:08,1792,desktop,macOS,sms_campaign,browsing
sess_3c23e56d02,user_000119,2025-02-04T23:18:38,1058,mobile,iOS,word_of_mouth,browsing
sess_28f560dc95,user_000269,2025-02-06T12:24:47,3573,desktop,Linux,sms_campaign,abandoned
sess_0e6ca71bc6,user_000415,2025-02-27T00:51:10,2342,tablet,iPadOS,direct,browsing
sess_de68c1631e,user_000356,2025-03-23T13:10:26,465,tablet,Android,word_of_mouth,browsing
sess_11aa95d48b,user_000118,2025-01-01T02:48:47,252,tablet,iPadOS,sms_campaign,converted
sess_33d9929777,user_000125,2025-03-02T23:38:53,1750,desktop,macOS,direct,browsing
sess_bf7fb4548c,user_000134,2025-03-16T05:35:37,536,tablet,Android,facebook,converted
sess_0be5409e4a,user_000403,2025-03-29T08:27:04,2245,mobile,Android,facebook,abandoned
sess_0a5dfb0293,user_000023,2025-02-11T08:51:05,1114,mobile,iOS,facebook,abandoned
sess_6b75a840fd,user_000074,2025-01-19T11:20:31,1387,tablet,Android,direct,browsing
sess_1a6c65d92b,user_000493,2025-02-14T06:40:21,108,mobile,Android,whatsapp,browsing
sess_60c9467c4a,user_000380,2025-02-19T08:06:24,2924,mobile,iOS,word_of_mouth,browsing
sess_9681f12253,user_000470,2025-01-29T05:09:56,2291,desktop,Windows,word_of_mouth,converted
sess_6de41b3711,user_000454,2025-01-21T07:47:56,2637,desktop,macOS,facebook,browsing
sess_312f98cb70,user_000219,2025-03-27T03:49:21,768,mobile,iOS,word_of_mouth,converted
sess_ffee3ad91e,user_000104,2025-02-25T18:15:08,529,desktop,Linux,whatsapp,converted
sess_a8de576136,user_000168,2025-03-12T18:23:09,2746,mobile,Android,whatsapp,browsing
sess_3b6e43e76e,user_000168,2025-03-23T05:05:12,725,tablet,Android,sms_campaign,abandoned
sess_cc608ccfa1,user_000445,2025-03-07T16:02:17,872,tablet,Android,whatsapp,abandoned
sess_5902c2fd44,user_000227,2025-01-27T19:57:58,2237,tablet,iPadOS,sms_campaign,converted
sess_d6bf2e5890,user_000393,2025-01-29T15:26:18,2766,tablet,Android,direct,converted
sess_5b61efedc1,user_000447,2025-01-25T06:48:29,1391,tablet,iPadOS,google_search,browsing
sess_b7484575cb,user_000234,2025-02-12T00:05:04,2848,tablet,iPadOS,instagram,browsing
sess_0749438a9b,user_000187,2025-03-13T06:03:54,2692,tablet,Android,word_of_mouth,abandoned
sess_d12ad8ac69,user_000181,2025-02-25T03:38:27,506,tablet,Android,whatsapp,converted
sess_60071195b9,user_000450,2025-03-08T14:41:14,2668,mobile,Android,direct,abandoned
sess_c84453b9d3,user_000297,2025-02-27T01:49:59,2534,desktop,Windows,direct,converted
sess_4e829e36ff,user_000249,2025-01-08T06:22:54,1256,desktop,Linux,direct,browsing
sess_b401a06318,user_000058,2025-02-15T15:47:36,1090,mobile,iOS,google_search,browsing
sess_9d3852640e,user_000015,2025-02-12T11:40:50,3070,desktop,Windows,facebook,abandoned
sess_f7f2e3d97d,user_000361,2025-02-02T07:33:02,1815,mobile,Android,sms_campaign,abandoned
sess_d2a032bfd9,user_000011,2025-02-08T21:01:31,486,desktop,Linux,instagram,converted
sess_4859a65a94,user_000376,2025-03-03T16:06:25,3562,mobile,iOS,whatsapp,abandoned
sess_975d8c162e,user_000204,2025-01-19T18:55:27,677,mobile,iOS,direct,browsing
sess_bc5825c650,user_000209,2025-01-02T06:37:14,3519,tablet,Android,facebook,abandoned
sess_fe1a018304,user_000204,2025-02-20T17:24:10,311,tablet,iPadOS,whatsapp,abandoned
sess_a017007617,user_000353,2025-03-23T11:46:50,2686,desktop,macOS,direct,converted
sess_8f6286ba54,user_000000,2025-03-09T04:48:04,2167,tablet,Android,facebook,browsing
sess_9acecaae66,user_000115,2025-02-11T05:30:12,2304,tablet,Android,sms_campaign,converted
sess_36a9a7fc6c,user_000349,2025-03-01T23:31:00,779,mobile,iOS,facebook,abandoned
sess_681738f2d5,user_000234,2025-03-17T19:48:27,2569,mobile,Android,instagram,abandoned
sess_2adb396f28,user_000205,2025-01-17T14:15:42,1220,tablet,iPadOS,whatsapp,browsing
sess_78a2ede0cb,user_000354,2025-01-06T12:14:44,2931,tablet,Android,word_of_mouth,converted
sess_7b77f8697c,user_000169,2025-01-29T18:54:38,2299,mobile,Android,whatsapp,browsing
sess_1dc25f4998,user_000234,2025-01-18T18:47:50,2104,desktop,Linux,instagram,abandoned
sess_709fcddbe3,user_000474,2025-01-14T05:21:06,3017,tablet,iPadOS,word_of_mouth,abandoned
sess_f9033f2f3e,user_000270,2025-01-28T19:13:37,3286,desktop,macOS,whatsapp,browsing
sess_4ba47d3d85,user_000336,2025-02-10T16:04:26,1433,tablet,Android,word_of_mouth,converted
sess_9ff7e012d5,user_000453,2025-03-30T16:49:12,2724,tablet,Android,direct,abandoned
sess_1d5d307a84,user_000166,2025-03-10T19:16:34,3473,desktop,Windows,google_search,abandoned
sess_ee5e309f93,user_000427,2025-03-01T13:26:54,1176,desktop,Linux,facebook,converted
sess_3aadab9578,user_000241,2025-01-14T23:36:10,2227,desktop,Linux,google_search,abandoned
sess_d967e9aeb0,user_000326,2025-03-03T11:41:06,1481,tablet,Android,facebook,converted
sess_56f4a7f9dd,user_000381,2025-03-03T18:03:12,2801,mobile,iOS,sms_campaign,abandoned
sess_c5493896b9,user_000401,2025-03-25T21:47:40,1229,desktop,Linux,facebook,browsing
sess_5aeb6ed675,user_000095,2025-03-11T02:19:26,790,tablet,iPadOS,direct,converted
sess_cf1ac17a6f,user_000012,2025-03-03T18:24:25,2333,tablet,Android,instagram,converted
sess_4e3cc46606,user_000319,2025-01-06T04:17:37,1372,tablet,iPadOS,google_search,browsing
sess_65b74509e8,user_000491,2025-02-18T00:35:19,1455,tablet,Android,word_of_mouth,converted
sess_80088b5047,user_000464,2025-02-06T08:05:27,2072,desktop,Linux,facebook,browsing
sess_b3aec708e9,user_000421,2025-03-12T18:11:04,1544,tablet,iPadOS,instagram,browsing
